NOME,Ano,FASE,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,PEDRA,PONTO_VIRADA,NIVEL_IDEAL,DEFASAGEM,ANO
53,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
54,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
55,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
56,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
58,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
59,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
60,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
61,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
62,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
63,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
64,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
65,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
66,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
67,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
69,2024.0,7.0,5.575416666666667,9.0,5.317708333333333,0.0,1.5,7.5,8.0,3.0,Ágata,0,Não,1.0,2024
70,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
72,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
74,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
77,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
80,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
81,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
82,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
83,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
84,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
85,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
86,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
87,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
90,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
91,2024.0,7.0,7.71735362997658,9.0,6.485714285714286,7.868852459016393,9.185714285714287,7.5,8.0,6.741826697892272,Ametista,0,Não,1.0,2024
92,2024.0,9.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,-1.0,2024
93,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
96,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
97,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
99,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
100,2024.0,7.0,7.391018735362998,9.0,5.321428571428571,8.032786885245901,8.021428571428572,7.5,8.0,6.34168618266979,Ametista,0,Não,1.0,2024
101,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
103,2024.0,7.0,8.0903981264637,9.0,7.714285714285714,8.196721311475411,10.0,7.5,8.0,7.36440281030445,Ametista,1,Não,1.0,2024
104,2024.0,7.0,8.476580796252927,9.0,9.071428571428571,9.01639344262295,10.0,7.5,8.0,8.235128805620608,Topázio,1,Não,1.0,2024
105,2024.0,7.0,8.370679156908665,9.0,8.77142857142857,8.688524590163935,10.0,7.5,8.0,7.983981264637002,Topázio,1,Não,1.0,2024
106,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
108,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
111,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
120,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
121,2024.0,7.0,7.6013032581453635,9.0,6.414285714285714,7.192982456140351,9.114285714285714,7.5,8.0,6.442907268170426,Ametista,0,Não,1.0,2024
123,2024.0,7.0,7.290738636363636,9.0,5.68125,6.545454545454545,8.381250000000001,7.5,8.0,5.890681818181818,Ametista,0,Não,1.0,2024
128,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
130,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
133,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
134,2024.0,6.0,8.288834745762712,8.0,8.16875,9.322033898305085,10.0,7.5,8.0,8.496313559322035,Topázio,1,Não,2.0,2024
136,2024.0,6.0,7.491440677966102,8.0,6.05,8.47457627118644,8.75,7.0,8.0,7.209830508474576,Ametista,1,Não,2.0,2024
140,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
141,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
142,2024.0,5.0,7.756885964912282,7.0,7.9125,8.24561403508772,10.0,7.0,8.0,7.863245614035089,Ametista,1,Não,3.0,2024
146,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
147,2024.0,8.0,7.130758928571429,10.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Sim,0.0,2024
148,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
149,2024.0,6.0,7.696394230769231,8.0,6.51875,9.076923076923077,9.21875,7.5,8.0,7.23826923076923,Ametista,1,Não,2.0,2024
150,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
151,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
154,2024.0,5.0,5.431538461538462,7.0,1.7384615384615385,4.571428571428571,4.438461538461539,7.5,8.0,3.5239560439560442,Quartzo,0,Não,3.0,2024
155,2024.0,6.0,7.816772540983607,8.0,6.71875,9.508196721311474,9.41875,7.5,8.0,7.49077868852459,Ametista,1,Não,2.0,2024
156,2024.0,7.0,8.668295739348371,9.0,9.464285714285714,9.82456140350877,10.0,7.5,8.0,8.715538847117795,Topázio,1,Não,1.0,2024
158,2024.0,6.0,6.545,8.0,4.25,5.7142857142857135,6.95,7.5,8.0,4.985714285714286,Ágata,0,Não,2.0,2024
159,2024.0,5.0,7.3015384615384615,7.0,6.3,8.153846153846153,9.0,7.5,8.0,6.781538461538462,Ametista,0,Não,3.0,2024
161,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
163,2024.0,5.0,6.6838461538461535,7.0,4.6,7.384615384615385,7.3,7.5,8.0,5.793846153846154,Ágata,0,Não,3.0,2024
165,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
166,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
169,2024.0,7.0,8.35648711943794,9.0,8.585714285714285,8.852459016393443,10.0,7.5,8.0,7.975269320843092,Topázio,1,Não,1.0,2024
172,2024.0,5.0,7.658125,7.0,6.3500000000000005,8.59375,9.05,8.0,8.0,7.577500000000001,Ametista,1,Não,3.0,2024
176,2024.0,5.0,6.445846153846154,7.0,4.739999999999999,5.384615384615384,7.4399999999999995,7.5,8.0,5.049846153846154,Ágata,0,Não,3.0,2024
178,2024.0,7.0,8.23,9.0,7.2,10.0,9.9,7.5,8.0,7.880000000000001,Topázio,1,Não,1.0,2024
180,2024.0,7.0,8.095339578454332,9.0,7.057142857142857,9.344262295081968,9.757142857142856,7.5,8.0,7.56056206088993,Ametista,1,Não,1.0,2024
181,2024.0,5.0,6.159523809523809,7.0,3.3428571428571425,6.333333333333333,6.042857142857143,7.5,8.0,4.87047619047619,Ágata,0,Não,3.0,2024
182,2024.0,5.0,6.605833333333333,7.0,4.675,6.666666666666666,7.375,7.5,8.0,5.536666666666667,Ágata,0,Não,3.0,2024
185,2024.0,4.0,6.8746825396825395,6.0,5.578571428571428,7.936507936507936,8.278571428571428,7.0,8.0,6.806031746031746,Ametista,0,Não,4.0,2024
186,2024.0,5.0,7.708055555555556,8.0,6.875,8.253968253968253,9.575,7.0,8.0,7.451587301587302,Ametista,1,Não,2.0,2024
187,2024.0,4.0,6.843111111111112,7.0,4.806666666666667,7.936507936507936,7.506666666666667,7.0,8.0,6.4972698412698415,Ágata,0,Não,3.0,2024
191,2024.0,4.0,6.880000000000001,6.0,5.006666666666666,9.200000000000001,7.706666666666666,7.0,8.0,7.082666666666667,Ametista,1,Não,4.0,2024
192,2024.0,4.0,4.9605241935483875,6.0,1.3125,3.548387096774194,4.0125,7.5,8.0,2.944354838709678,Quartzo,0,Não,4.0,2024
193,2024.0,4.0,7.436888888888888,6.0,7.293333333333334,9.206349206349206,9.993333333333334,6.5,8.0,7.899873015873015,Ametista,1,Não,4.0,2024
199,2024.0,5.0,7.575803571428571,8.0,4.971428571428571,9.53125,7.671428571428571,8.0,8.0,7.401071428571429,Ametista,1,Não,2.0,2024
201,2024.0,5.0,7.383482142857142,7.0,5.142857142857143,9.21875,7.842857142857143,8.0,8.0,7.344642857142857,Ametista,1,Não,3.0,2024
202,2024.0,5.0,8.163392857142858,8.0,6.857142857142857,9.6875,9.557142857142857,8.0,8.0,8.217857142857143,Ametista,1,Não,2.0,2024
204,2024.0,5.0,6.793263888888889,7.0,5.58125,7.777777777777778,8.28125,6.0,8.0,6.543611111111111,Ágata,0,Não,3.0,2024
206,2024.0,3.0,7.191745419479267,6.0,4.958823529411765,9.672131147540984,7.658823529411765,8.0,8.0,7.4523818707811,Ametista,1,Não,4.0,2024
211,2024.0,4.0,8.02739393939394,7.0,7.373333333333333,9.09090909090909,10.0,8.0,8.0,8.18569696969697,Ametista,1,Não,3.0,2024
213,2024.0,5.0,4.27,7.0,0.0,0.0,2.7,7.5,8.0,1.0,Quartzo,0,Não,3.0,2024
219,2024.0,5.0,6.6281944444444445,7.0,5.9625,7.638888888888888,8.662500000000001,5.0,8.0,6.440555555555555,Ágata,0,Não,3.0,2024
222,2024.0,4.0,7.766031746031746,7.0,6.857142857142857,9.206349206349206,9.557142857142857,7.5,8.0,7.925396825396826,Ametista,1,Não,3.0,2024
223,2024.0,4.0,7.026666666666667,7.0,4.9,9.047619047619047,7.6000000000000005,7.0,8.0,6.97904761904762,Ametista,0,Não,3.0,2024
225,2024.0,4.0,6.432753623188406,8.0,3.5,6.3768115942028984,6.2,7.0,8.0,5.35072463768116,Ágata,0,Não,2.0,2024
226,2024.0,4.0,5.207,7.0,1.4400000000000002,6.25,4.140000000000001,5.5,8.0,4.176,Quartzo,0,Não,3.0,2024
227,2024.0,4.0,5.762991803278689,6.0,2.5416666666666665,8.360655737704919,5.241666666666667,6.0,8.0,5.560928961748634,Ágata,0,Não,4.0,2024
228,2024.0,4.0,7.734,7.0,6.133333333333334,9.6,8.833333333333334,8.0,8.0,7.893333333333333,Ametista,1,Não,3.0,2024
229,2024.0,4.0,7.969643835616439,7.0,6.86,9.726027397260275,9.56,8.0,8.0,8.23441095890411,Ametista,1,Não,3.0,2024
230,2024.0,4.0,7.5,8.0,4.5,10.0,7.2,8.0,8.0,7.4,Ametista,1,Não,2.0,2024
231,2024.0,3.0,6.445785920925748,6.0,4.017647058823529,8.360655737704919,6.7176470588235295,7.5,8.0,5.9513211186113795,Ágata,0,Não,4.0,2024
232,2024.0,5.0,8.36025,7.0,8.620000000000001,9.6875,10.0,8.0,8.0,8.923,Topázio,1,Não,3.0,2024
233,2024.0,5.0,8.065384615384616,7.0,7.266666666666667,9.538461538461538,9.966666666666667,8.0,8.0,8.322051282051282,Ametista,1,Não,3.0,2024
235,2024.0,3.0,5.723846153846154,6.0,3.0,5.384615384615384,5.7,7.5,8.0,4.353846153846154,Ágata,0,Não,4.0,2024
239,2024.0,4.0,6.545333333333334,6.0,3.52,9.066666666666666,6.220000000000001,7.5,8.0,6.534666666666667,Ágata,0,Não,4.0,2024
240,2024.0,4.0,7.427575757575757,6.0,5.733333333333333,9.696969696969697,8.433333333333334,8.0,8.0,7.7721212121212115,Ametista,1,Não,4.0,2024
243,2024.0,7.0,8.40952380952381,9.0,8.514285714285714,9.333333333333334,10.0,7.5,8.0,8.13904761904762,Topázio,1,Não,1.0,2024
245,2024.0,3.0,3.997272727272727,5.0,0.0,0.9090909090909092,2.7,7.5,8.0,1.3636363636363638,Quartzo,0,Não,5.0,2024
246,2024.0,5.0,7.481358885017421,8.0,6.714285714285714,5.121951219512195,9.414285714285715,8.0,8.0,6.334494773519165,Ametista,0,Não,2.0,2024
247,2024.0,4.0,6.028803418803419,6.0,4.292307692307692,6.507936507936508,6.992307692307692,6.0,8.0,5.52009768009768,Ágata,0,Não,4.0,2024
248,2024.0,3.0,6.478627450980392,6.0,3.9176470588235293,8.666666666666668,6.617647058823529,7.0,8.0,6.433725490196079,Ágata,0,Não,4.0,2024
249,2024.0,6.0,8.204596774193549,8.0,7.225,9.193548387096774,9.925,8.0,8.0,8.16741935483871,Ametista,1,Não,2.0,2024
250,2024.0,5.0,7.924821428571429,7.0,6.728571428571429,9.6875,9.428571428571429,8.0,8.0,8.166428571428572,Ametista,1,Não,3.0,2024
251,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
252,2024.0,7.0,7.963784461152883,9.0,6.885714285714286,8.771929824561402,9.585714285714285,7.5,8.0,7.263057644110276,Ametista,1,Não,1.0,2024
255,2024.0,7.0,7.094166666666666,9.0,6.525,3.333333333333333,9.225000000000001,7.5,8.0,4.943333333333333,Ametista,0,Não,1.0,2024
258,2024.0,4.0,7.807142857142857,6.0,6.857142857142857,10.0,9.557142857142857,8.0,8.0,8.342857142857143,Ametista,1,Não,4.0,2024
261,2024.0,3.0,7.173088235294118,5.0,6.635294117647058,9.375,9.33529411764706,7.5,8.0,7.404117647058824,Ametista,1,Não,5.0,2024
263,2024.0,5.0,6.682132352941177,7.0,3.7875,8.970588235294118,6.487500000000001,7.0,8.0,6.503235294117648,Ágata,0,Não,3.0,2024
266,2024.0,4.0,6.916666666666668,6.0,3.966666666666667,9.833333333333332,6.666666666666667,8.0,8.0,7.119999999999999,Ametista,1,Não,4.0,2024
267,2024.0,5.0,8.640090579710144,9.0,8.20625,9.420289855072463,10.0,8.0,8.0,8.650615942028987,Topázio,1,Não,1.0,2024
269,2024.0,3.0,7.19921568627451,5.0,5.652941176470588,9.666666666666666,8.352941176470587,8.0,8.0,7.727843137254903,Ametista,1,Não,5.0,2024
270,2024.0,4.0,6.9498461538461545,6.0,6.886666666666667,9.384615384615385,9.586666666666666,5.0,8.0,7.508512820512822,Ametista,1,Não,4.0,2024
271,2024.0,5.0,3.0754166666666674,7.0,0.0625,0.47619047619047616,2.7625,2.0,8.0,0.6154761904761905,Quartzo,0,Não,3.0,2024
274,2024.0,5.0,7.868402777777778,7.0,6.71875,9.305555555555555,9.41875,8.0,8.0,8.009722222222223,Ametista,1,Não,3.0,2024
276,2024.0,5.0,7.698888888888889,7.0,6.2,9.206349206349206,8.9,8.0,8.0,7.762539682539682,Ametista,1,Não,3.0,2024
277,2024.0,4.0,7.0088888888888885,6.0,5.433333333333334,9.206349206349206,8.133333333333333,7.0,8.0,7.255873015873016,Ametista,1,Não,4.0,2024
278,2024.0,4.0,6.0216666666666665,6.0,3.75,7.619047619047619,6.45,6.0,8.0,5.747619047619048,Ágata,0,Não,4.0,2024
281,2024.0,4.0,6.501837606837608,7.0,3.6153846153846154,8.194444444444445,6.315384615384616,7.5,8.0,5.723931623931625,Ágata,0,Não,3.0,2024
282,2024.0,3.0,5.9738235294117645,5.0,2.929411764705882,8.75,5.629411764705882,7.5,8.0,5.671764705882353,Ágata,0,Não,5.0,2024
287,2024.0,4.0,7.086984126984127,6.0,5.271428571428571,8.253968253968253,7.9714285714285715,8.0,8.0,7.0101587301587305,Ametista,1,Não,4.0,2024
288,2024.0,3.0,6.4811764705882355,6.0,3.3705882352941177,10.0,6.070588235294117,7.5,8.0,6.348235294117647,Ágata,0,Não,4.0,2024
289,2024.0,5.0,6.889375000000001,7.0,5.33125,7.142857142857143,8.03125,7.0,8.0,6.389642857142858,Ametista,0,Não,3.0,2024
290,2024.0,6.0,8.082361111111112,8.0,6.7375,9.365079365079366,9.4375,8.0,8.0,8.041031746031747,Ametista,1,Não,2.0,2024
292,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
293,2024.0,4.0,7.450982142857143,8.0,5.3428571428571425,9.84375,8.042857142857143,7.5,8.0,7.074642857142857,Ametista,1,Não,2.0,2024
294,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
296,2024.0,4.0,6.791972602739726,6.0,4.5600000000000005,7.671232876712328,7.260000000000001,8.0,8.0,6.492493150684931,Ágata,0,Não,4.0,2024
297,2024.0,7.0,5.793598484848484,9.0,5.317708333333333,0.9090909090909092,2.409090909090909,7.5,8.0,3.3636363636363638,Ágata,0,Não,1.0,2024
300,2024.0,4.0,4.70695652173913,6.0,0.5,3.4782608695652173,3.2,7.5,8.0,2.591304347826087,Quartzo,0,Não,4.0,2024
301,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
304,2024.0,7.0,7.003154761904762,9.0,5.317708333333333,8.958333333333334,7.985714285714286,7.5,8.0,5.0,Ametista,0,Não,1.0,2024
305,2024.0,5.0,7.279791666666667,7.0,6.84375,6.833333333333334,9.54375,7.5,8.0,6.470833333333334,Ametista,0,Não,3.0,2024
309,2024.0,5.0,8.455673076923077,8.0,8.09375,9.692307692307692,10.0,8.0,8.0,8.714423076923078,Topázio,1,Não,2.0,2024
310,2024.0,5.0,7.890749999999999,7.0,6.906666666666666,9.0625,9.606666666666666,8.0,8.0,7.987666666666666,Ametista,1,Não,3.0,2024
311,2024.0,5.0,7.042456140350878,7.0,5.9,7.017543859649122,8.600000000000001,7.0,8.0,6.56701754385965,Ametista,0,Não,3.0,2024
