NOME,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,PEDRA,PONTO_VIRADA,FASE,ANO,DEFASAGEM,NIVEL_IDEAL
ALUNO-837,4.045624,10.0,0.0,3.4,0.0,5.0,6.40625,6.124995,Quartzo,0.0,6.0,2020,,
ALUNO-838,7.9133346666666675,10.0,7.333333333333333,8.4,8.33334,5.0,8.333333333333334,8.000003333333334,Ametista,0.0,5.0,2020,,
ALUNO-840,7.487501000000001,10.0,10.0,10.0,9.000020000000001,4.375,2.5,4.499995,Ametista,0.0,0.0,2020,,
ALUNO-842,4.603611,10.0,0.0,3.9,9.58335,4.375,5.833333333333333,4.2222133333333325,Quartzo,0.0,4.0,2020,,
ALUNO-846,6.988332833333334,10.0,6.166666666666667,6.4,7.08333,5.625,6.875,7.5833325,Ágata,0.0,7.0,2020,,
ALUNO-848,7.432918,5.0,7.0,8.3,9.50002,6.875,7.1875,7.58333,Ametista,0.0,2.0,2020,,
ALUNO-849,7.857501333333333,5.0,9.0,8.6,7.916679999999999,7.5,7.291666666666667,7.833333333333333,Ametista,0.0,1.0,2020,,
ALUNO-850,8.186876333333334,10.0,6.666666666666667,9.7,9.16668,7.5,7.96875,7.25,Ametista,0.0,3.0,2020,,
ALUNO-851,7.649999999999999,5.0,9.0,10.0,9.50002,7.5,2.5,6.99999,Ametista,0.0,0.0,2020,,
ALUNO-855,7.356112666666667,5.0,8.0,7.6,9.000020000000001,7.5,7.083333333333334,6.888886666666665,Ametista,0.0,2.0,2020,,
ALUNO-858,8.590003000000001,5.0,9.5,9.7,9.000020000000001,6.875,8.125,9.250005,Topázio,1.0,1.0,2020,,
ALUNO-860,8.448612666666666,5.0,8.666666666666666,10.0,8.33334,7.5,8.541666666666666,8.888893333333332,Ametista,1.0,3.0,2020,,
ALUNO-861,8.080835,5.0,8.666666666666666,8.8,9.58335,7.5,8.125,7.833333333333334,Ametista,0.0,3.0,2020,,
ALUNO-862,8.345835333333333,5.0,10.0,9.5,9.50002,6.875,7.083333333333334,8.0,Ametista,0.0,1.0,2020,,
ALUNO-866,8.558752,10.0,9.0,9.7,9.000020000000001,7.5,7.1875,7.25,Topázio,0.0,1.0,2020,,
ALUNO-872,6.996391333333334,5.0,6.0,8.1,9.000020000000001,4.375,7.5,7.944446666666667,Ágata,0.0,2.0,2020,,
ALUNO-873,7.506112,5.0,7.5,8.6,9.000020000000001,7.5,6.25,7.555549999999999,Ametista,0.0,1.0,2020,,
ALUNO-874,7.706946333333334,10.0,6.333333333333333,8.0,8.75001,5.0,8.541666666666666,8.05556,Ametista,0.0,4.0,2020,,
ALUNO-877,7.543335000000001,5.0,7.5,8.3,8.000020000000001,7.5,7.5,7.916665,Ametista,0.0,2.0,2020,,
ALUNO-880,4.8113893333333335,5.0,0.5,5.8,7.416679999999999,5.0,6.875,5.611106666666666,Quartzo,0.0,2.0,2020,,
ALUNO-886,8.71667,10.0,8.5,10.0,10.00002,7.5,7.5,7.58334,Topázio,0.0,0.0,2020,,
ALUNO-888,6.593890666666667,10.0,0.0,7.9,8.500020000000001,7.5,7.916666666666668,8.11111,Ágata,0.0,1.0,2020,,
ALUNO-889,7.633752,5.0,7.0,8.7,9.000020000000001,7.5,8.4375,7.5,Ametista,0.0,2.0,2020,,
ALUNO-890,6.867500666666667,5.0,5.5,7.9,9.000020000000001,6.875,6.666666666666667,7.166659999999999,Ágata,0.0,2.0,2020,,
ALUNO-892,7.698057333333334,5.0,6.5,9.4,9.50002,7.5,7.291666666666667,7.944443333333333,Ametista,0.0,1.0,2020,,
ALUNO-894,8.799447333333335,10.0,8.0,9.4,10.00002,8.125,8.958333333333334,8.05556,Topázio,0.0,5.0,2020,,
ALUNO-898,7.105001,5.0,7.5,7.9,6.91668,4.375,8.125,7.916665,Ágata,0.0,2.0,2020,,
ALUNO-899,7.812502,5.0,7.5,9.5,8.000020000000001,7.5,8.125,7.75,Ametista,0.0,1.0,2020,,
ALUNO-902,7.716669,10.0,8.0,10.0,9.000020000000001,7.5,2.5,6.083335,Ametista,0.0,0.0,2020,,
ALUNO-903,8.885835,10.0,10.0,9.2,9.000020000000001,7.5,8.125,7.916665,Topázio,0.0,1.0,2020,,
ALUNO-904,7.9385425,10.0,7.0,8.5,9.58335,7.5,7.96875,6.6666625,Ametista,0.0,3.0,2020,,
ALUNO-906,8.927781333333334,5.0,7.666666666666667,10.0,10.00002,10.0,9.166666666666666,9.888896666666668,Topázio,1.0,4.0,2020,,
ALUNO-907,8.118335333333334,10.0,7.0,8.8,9.50002,7.5,7.916666666666668,7.333333333333333,Ametista,0.0,1.0,2020,,
ALUNO-908,7.156668,5.0,7.5,7.7,7.41668,6.875,6.875,7.5,Ágata,0.0,2.0,2020,,
ALUNO-909,6.241251999999999,5.0,2.0,6.3,9.50002,7.5,7.8125,8.0,Ágata,0.0,2.0,2020,,
ALUNO-910,4.328750666666667,5.0,1.3333333333333333,0.8,9.58335,3.125,7.8125,6.749995,Quartzo,0.0,5.0,2020,,
ALUNO-911,6.5970838333333335,5.0,7.666666666666667,8.1,5.83334,3.75,7.1875,6.3333325,Ágata,0.0,3.0,2020,,
ALUNO-912,4.745832666666667,5.0,2.6666666666666665,1.0,9.16668,7.5,8.125,5.1666566666666665,Quartzo,0.0,4.0,2020,,
ALUNO-916,8.5077105,10.0,7.0,8.7,7.91667,7.5,8.59375,9.8333425,Topázio,1.0,3.0,2020,,
ALUNO-917,8.893334,10.0,8.9,10.0,8.33334,7.5,0.0,0.0,Ametista,,8.0,2020,,
ALUNO-919,7.1305570000000005,10.0,5.333333333333333,6.0,8.75001,7.5,7.500000000000001,7.444446666666667,Ágata,0.0,5.0,2020,,
ALUNO-920,7.589375500000001,5.0,7.0,9.4,7.08333,4.375,7.96875,9.3333375,Ametista,1.0,4.0,2020,,
ALUNO-922,7.287919,10.0,4.5,8.7,8.500020000000001,4.375,5.9375,8.833335,Ametista,1.0,2.0,2020,,
ALUNO-923,7.400002000000001,10.0,9.0,10.0,9.000020000000001,5.0,2.5,4.75,Ametista,0.0,0.0,2020,,
ALUNO-926,7.648612,5.0,8.5,9.5,9.50002,5.0,6.875,7.055549999999999,Ametista,0.0,2.0,2020,,
ALUNO-927,8.537502,10.0,10.0,8.0,8.500020000000001,7.5,7.708333333333334,7.833333333333333,Topázio,0.0,1.0,2020,,
ALUNO-928,8.297085166666667,10.0,6.833333333333333,8.1,8.75001,7.5,8.4375,9.2083375,Ametista,1.0,7.0,2020,,
ALUNO-929,4.465625,10.0,0.0,0.0,8.75001,7.5,7.65625,5.374995,Quartzo,0.0,4.0,2020,,
ALUNO-930,8.372780333333333,5.0,8.0,9.1,9.58335,9.375,8.125,8.722226666666666,Ametista,1.0,4.0,2020,,
ALUNO-931,8.231250000000001,5.0,9.5,10.0,9.000020000000001,7.5,7.8125,6.99999,Ametista,0.0,0.0,2020,,
ALUNO-932,7.526252,5.0,7.5,9.1,8.000020000000001,6.25,7.8125,7.5,Ametista,0.0,2.0,2020,,
ALUNO-935,9.064585,10.0,9.0,10.0,10.00002,10.0,7.8125,7.416665,Topázio,0.0,0.0,2020,,
ALUNO-937,8.427224,5.0,10.0,9.4,9.50002,7.5,7.916666666666668,7.777776666666667,Ametista,0.0,1.0,2020,,
ALUNO-938,8.384169,10.0,9.0,9.4,9.58335,4.375,7.083333333333334,8.000003333333332,Ametista,0.0,3.0,2020,,
ALUNO-940,7.745835,5.0,7.25,10.0,9.50002,6.25,6.875,7.666665,Ametista,0.0,0.0,2020,,
ALUNO-942,7.336111333333334,10.0,6.333333333333333,8.5,9.16668,5.0,7.083333333333334,6.222216666666667,Ametista,0.0,3.0,2020,,
ALUNO-943,7.941252,10.0,6.25,8.8,8.500020000000001,7.5,7.8125,7.75,Ametista,0.0,1.0,2020,,
ALUNO-944,5.510277666666668,5.0,4.333333333333333,2.6,9.58335,6.875,8.333333333333334,5.722213333333335,Quartzo,0.0,3.0,2020,,
ALUNO-948,7.360557333333334,5.0,6.0,8.9,8.500020000000001,7.5,7.916666666666668,7.444443333333333,Ametista,0.0,2.0,2020,,
ALUNO-950,8.161668666666667,10.0,4.833333333333333,9.6,9.16668,7.5,7.5,9.29167,Ametista,1.0,7.0,2020,,
ALUNO-951,7.0766670000000005,5.0,6.0,8.8,7.91667,7.5,7.083333333333334,6.833333333333333,Ágata,0.0,5.0,2020,,
ALUNO-953,8.418335,10.0,7.4,10.0,9.58335,7.5,0.0,0.0,Ametista,,8.0,2020,,
ALUNO-957,7.671946,5.0,7.5,9.2,7.416679999999999,7.5,7.291666666666667,8.055556666666668,Ametista,0.0,1.0,2020,,
ALUNO-958,8.426390666666666,5.0,8.0,9.5,9.16668,8.125,8.749999999999998,9.111113333333334,Ametista,1.0,3.0,2020,,
ALUNO-961,8.659168666666668,10.0,10.0,9.4,9.50002,4.375,7.916666666666668,8.0,Topázio,0.0,1.0,2020,,
ALUNO-962,5.500834,10.0,1.3333333333333333,6.4,9.16668,4.375,6.666666666666667,4.666663333333334,Quartzo,0.0,3.0,2020,,
ALUNO-964,8.032502000000001,5.0,9.0,8.1,9.50002,7.5,8.125,8.0,Ametista,0.0,1.0,2020,,
ALUNO-965,7.073614000000001,5.0,3.5,9.0,9.000020000000001,6.875,8.749999999999998,8.055560000000002,Ágata,0.0,2.0,2020,,
ALUNO-968,5.580831333333333,2.5,3.6666666666666665,7.3,5.8333200000000005,6.25,7.291666666666667,5.999996666666666,Quartzo,0.0,3.0,2020,,
ALUNO-970,7.1841680000000006,5.0,7.0,6.9,9.50002,7.5,6.875,7.58333,Ágata,0.0,2.0,2020,,
ALUNO-973,8.116390666666666,10.0,10.0,6.2,9.50002,7.5,6.875,7.444443333333333,Ametista,0.0,1.0,2020,,
ALUNO-983,7.789724,10.0,5.5,9.9,9.000020000000001,3.75,8.125,8.11111,Ametista,0.0,2.0,2020,,
ALUNO-984,5.311390666666667,5.0,0.0,4.3,9.50002,7.5,7.291666666666667,7.61111,Quartzo,0.0,1.0,2020,,
ALUNO-986,7.000417666666667,10.0,6.333333333333333,4.2,9.16668,7.5,8.4375,6.916665,Ágata,0.0,4.0,2020,,
ALUNO-989,7.886668666666667,5.0,7.0,9.6,9.50002,7.5,8.333333333333334,7.666666666666667,Ametista,0.0,2.0,2020,,
ALUNO-991,6.7994460000000005,10.0,2.5,7.9,9.000020000000001,6.25,7.5,7.22222,Ágata,0.0,2.0,2020,,
ALUNO-992,7.32,5.0,9.5,5.6,9.000020000000001,7.5,7.5,6.99999,Ametista,0.0,0.0,2020,,
ALUNO-993,7.5256255,10.0,6.0,8.3,7.08333,4.375,8.28125,8.458337499999999,Ametista,0.0,5.0,2020,,
ALUNO-994,8.677223999999999,10.0,9.0,9.4,9.50002,6.875,7.708333333333334,7.944443333333333,Topázio,0.0,2.0,2020,,
ALUNO-996,7.736390666666667,10.0,6.0,7.3,9.000020000000001,7.5,7.708333333333334,8.277776666666668,Ametista,0.0,2.0,2020,,
ALUNO-997,8.982502,10.0,9.0,9.6,9.000020000000001,10.0,8.125,7.75,Topázio,0.0,1.0,2020,,
ALUNO-999,7.004444666666667,10.0,7.333333333333333,5.8,8.33334,3.125,6.875,7.72222,Ágata,0.0,3.0,2020,,
ALUNO-1002,8.114724,5.0,8.333333333333334,9.4,9.16668,7.5,8.125,7.944446666666668,Ametista,0.0,3.0,2020,,
ALUNO-1003,7.598890333333334,5.0,8.0,6.8,9.58335,7.5,8.749999999999998,7.777776666666667,Ametista,0.0,3.0,2020,,
ALUNO-1004,7.675002000000001,10.0,9.0,10.0,9.000020000000001,6.25,2.5,5.5,Ametista,0.0,0.0,2020,,
ALUNO-1006,7.8105573333333345,5.0,7.5,9.4,9.000020000000001,7.5,7.916666666666668,7.444443333333333,Ametista,0.0,1.0,2020,,
ALUNO-1007,7.526669333333331,10.0,4.0,8.3,9.50002,7.5,8.333333333333332,7.666670000000001,Ametista,0.0,2.0,2020,,
ALUNO-1010,8.582085,10.0,10.0,9.9,9.000020000000001,5.0,7.1875,7.416665,Topázio,0.0,1.0,2020,,
ALUNO-1012,8.765835000000001,10.0,10.0,9.1,8.000020000000001,7.5,8.125,7.916665,Topázio,0.0,1.0,2020,,
ALUNO-1014,6.964446,5.0,5.0,8.6,8.000020000000001,7.5,7.5,7.222219999999999,Ágata,0.0,1.0,2020,,
ALUNO-1015,8.052502,10.0,6.666666666666667,7.2,9.16668,7.5,8.125,9.000003333333332,Ametista,1.0,3.0,2020,,
ALUNO-1016,7.433890666666667,5.0,6.0,9.6,8.500020000000001,7.5,7.916666666666668,7.11111,Ametista,0.0,2.0,2020,,
ALUNO-1017,8.473890666666668,10.0,8.5,8.8,9.000020000000001,7.5,7.083333333333333,8.277776666666666,Ametista,0.0,2.0,2020,,
ALUNO-1018,4.995277333333333,5.0,0.0,4.9,8.33334,7.5,8.541666666666666,5.388883333333333,Quartzo,0.0,5.0,2020,,
ALUNO-1019,6.252775000000001,5.0,4.333333333333333,6.5,6.24999,7.5,8.333333333333334,6.88888,Ágata,0.0,5.0,2020,,
ALUNO-1020,6.250001,10.0,7.5,0.0,8.75001,6.875,0.0,0.0,Quartzo,,8.0,2020,,
ALUNO-1021,6.782918,5.0,4.5,7.8,9.000020000000001,6.875,7.1875,7.58333,Ágata,0.0,2.0,2020,,
ALUNO-1022,8.780002,10.0,9.0,9.9,10.00002,7.5,7.5,7.5,Topázio,0.0,0.0,2020,,
ALUNO-1024,3.7622213333333336,5.0,0.0,2.2,7.5,3.125,7.708333333333334,4.94444,Quartzo,0.0,5.0,2020,,
ALUNO-1027,8.069793166666667,10.0,6.333333333333333,9.0,8.75001,4.375,8.90625,9.0000025,Ametista,1.0,5.0,2020,,
ALUNO-1028,7.73389,5.0,7.5,9.1,9.50002,7.5,7.916666666666668,7.111106666666665,Ametista,0.0,2.0,2020,,
ALUNO-1029,8.352502999999999,5.0,9.0,8.7,9.50002,7.5,8.125,9.000005,Ametista,1.0,1.0,2020,,
ALUNO-1031,9.166669,10.0,10.0,10.0,9.000020000000001,7.5,7.5,8.833335,Topázio,1.0,0.0,2020,,
ALUNO-1034,7.751391333333333,10.0,5.5,8.5,8.000020000000001,7.5,8.125,7.944446666666668,Ametista,0.0,2.0,2020,,
ALUNO-1035,8.263334666666667,5.0,10.0,9.4,9.50002,7.5,7.5,7.166663333333332,Ametista,0.0,1.0,2020,,
ALUNO-1036,4.701666666666667,5.0,0.0,3.3,8.41668,6.875,6.458333333333334,6.833326666666666,Quartzo,0.0,1.0,2020,,
ALUNO-1041,7.793543333333334,10.0,8.666666666666666,5.4,8.75001,7.5,7.96875,7.79167,Ametista,0.0,3.0,2020,,
ALUNO-1046,7.993334666666667,5.0,7.666666666666667,9.3,7.5,7.5,8.333333333333334,8.83334,Ametista,1.0,3.0,2020,,
ALUNO-1047,4.833887333333333,10.0,0.0,2.1,7.5,7.5,7.916666666666668,5.611103333333333,Quartzo,0.0,4.0,2020,,
ALUNO-1051,6.254445333333334,10.0,3.6666666666666665,2.8,9.16668,7.5,7.5,7.72222,Ágata,0.0,3.0,2020,,
ALUNO-1056,4.336873833333334,2.5,2.6666666666666665,3.7,7.5,4.375,6.09375,5.0833275,Quartzo,0.0,3.0,2020,,
ALUNO-1061,7.940278666666668,5.0,9.0,8.5,9.50002,6.875,7.916666666666668,7.555549999999999,Ametista,0.0,2.0,2020,,
ALUNO-1067,8.312502,5.0,9.5,10.0,8.500020000000001,7.5,8.125,7.5,Ametista,0.0,0.0,2020,,
ALUNO-1070,7.633334,5.0,9.5,10.0,8.500020000000001,7.5,5.0,5.66666,Ametista,0.0,0.0,2020,,
ALUNO-1072,8.193334333333334,10.0,7.333333333333333,8.3,8.75001,7.5,8.749999999999998,7.833333333333334,Ametista,0.0,3.0,2020,,
ALUNO-1075,8.796113333333334,10.0,6.666666666666667,9.8,9.16668,10.0,8.749999999999998,8.55556,Topázio,0.0,4.0,2020,,
ALUNO-1077,8.254168,10.0,7.5,10.0,9.50002,7.5,6.875,6.83333,Ametista,0.0,0.0,2020,,
ALUNO-1078,7.804168000000001,5.0,10.0,8.0,7.416679999999999,6.875,7.083333333333334,7.833333333333333,Ametista,0.0,1.0,2020,,
ALUNO-1079,6.602502,5.0,4.25,6.7,9.000020000000001,7.5,7.291666666666667,7.666666666666667,Ágata,0.0,1.0,2020,,
ALUNO-1081,5.2535425,5.0,4.0,6.7,8.33334,3.125,6.09375,4.2916675,Quartzo,0.0,5.0,2020,,
ALUNO-1084,8.308336,10.0,9.0,10.0,9.000020000000001,4.375,6.875,7.41667,Ametista,0.0,0.0,2020,,
ALUNO-1085,6.205209666666667,5.0,3.333333333333333,5.5,9.16668,7.5,7.96875,7.375,Ágata,0.0,3.0,2020,,
ALUNO-1087,7.635279333333334,10.0,6.0,8.6,7.50002,7.5,7.708333333333334,7.222219999999999,Ametista,0.0,2.0,2020,,
ALUNO-1088,6.116945666666667,5.0,2.6666666666666665,4.8,8.75001,7.5,8.541666666666666,8.222223333333334,Ágata,0.0,5.0,2020,,
ALUNO-1089,8.900004,5.0,8.5,10.0,9.50002,7.5,10.0,10.00001,Topázio,1.0,0.0,2020,,
ALUNO-1090,6.611668,5.0,8.0,4.6,7.00002,7.5,7.083333333333333,7.166663333333332,Ágata,0.0,1.0,2020,,
ALUNO-1092,5.3102075,10.0,2.0,4.9,0.0,7.5,7.96875,6.9166625,Quartzo,0.0,6.0,2020,,
ALUNO-1093,7.297778666666666,5.0,5.333333333333333,9.1,9.16668,7.5,8.333333333333332,7.055553333333334,Ametista,0.0,5.0,2020,,
ALUNO-1094,8.041252,5.0,8.5,9.3,9.000020000000001,7.5,7.8125,7.75,Ametista,0.0,2.0,2020,,
ALUNO-1095,9.116669,10.0,10.0,10.0,10.00002,7.5,7.5,8.083335,Topázio,0.0,0.0,2020,,
ALUNO-1097,7.818543333333334,10.0,6.666666666666667,7.4,9.58335,7.5,7.96875,7.5,Ametista,0.0,3.0,2020,,
ALUNO-1100,8.976668,10.0,8.9,10.0,9.16668,7.5,0.0,0.0,Topázio,,8.0,2020,,
ALUNO-1103,6.394585,5.0,3.5,8.9,7.91668,4.375,4.6875,8.583335,Ágata,0.0,2.0,2020,,
ALUNO-1105,7.648752,5.0,7.5,9.4,7.50002,7.5,7.1875,7.75,Ametista,0.0,1.0,2020,,
ALUNO-1106,7.734169,5.0,9.5,9.9,9.000020000000001,4.375,2.5,8.833335,Ametista,1.0,0.0,2020,,
ALUNO-1110,7.852501999999999,5.0,8.5,7.7,9.50002,7.5,8.125,8.0,Ametista,0.0,1.0,2020,,
ALUNO-1112,6.8100005,10.0,4.5,5.8,7.91667,6.25,7.5,7.9166675,Ágata,0.0,6.0,2020,,
ALUNO-1119,8.541252,10.0,9.0,8.8,10.00002,7.5,7.8125,7.25,Topázio,0.0,1.0,2020,,
ALUNO-1123,8.266390000000001,5.0,8.333333333333334,8.7,8.33334,6.875,9.166666666666666,9.611113333333332,Ametista,1.0,3.0,2020,,
ALUNO-1127,7.356669999999999,5.0,6.5,8.2,8.000020000000001,7.5,5.0,9.33334,Ametista,1.0,2.0,2020,,
ALUNO-1128,8.229169833333334,10.0,6.666666666666667,5.5,9.16668,10.0,9.375,9.7083425,Ametista,1.0,4.0,2020,,
ALUNO-1129,8.035278666666667,10.0,8.0,9.1,9.000020000000001,5.0,7.708333333333334,7.222216666666665,Ametista,0.0,2.0,2020,,
ALUNO-1130,8.788613333333334,10.0,9.0,9.7,9.50002,6.875,8.333333333333334,7.888890000000001,Topázio,0.0,2.0,2020,,
ALUNO-1131,7.046043,10.0,4.0,8.1,9.58335,6.25,7.34375,6.541665,Ágata,0.0,3.0,2020,,
ALUNO-1132,7.131251333333334,5.0,6.166666666666667,8.0,7.5,6.25,7.8125,8.20834,Ágata,0.0,6.0,2020,,
ALUNO-1133,5.431249666666666,5.0,5.833333333333333,4.5,0.0,6.25,7.8125,7.291665,Quartzo,0.0,6.0,2020,,
ALUNO-1134,7.178543166666667,10.0,4.833333333333333,6.7,9.58335,7.5,7.96875,6.8333325,Ágata,0.0,3.0,2020,,
ALUNO-1136,7.737918833333333,10.0,7.666666666666667,7.2,9.58335,5.0,7.8125,7.6250025,Ametista,0.0,4.0,2020,,
ALUNO-1137,9.338335,10.0,9.7,10.0,9.58335,7.5,0.0,0.0,Topázio,,8.0,2020,,
ALUNO-1139,7.492500666666666,5.0,7.5,8.9,6.91668,7.5,7.708333333333334,7.499996666666666,Ametista,0.0,2.0,2020,,
ALUNO-1141,6.9812520000000005,5.0,6.0,7.0,8.500020000000001,7.5,7.8125,7.5,Ágata,0.0,2.0,2020,,
ALUNO-1142,5.968749333333333,5.0,3.1666666666666665,7.0,7.5,6.25,7.1875,6.70833,Quartzo,0.0,6.0,2020,,
ALUNO-1145,6.225555333333334,5.0,4.666666666666667,6.1,9.16668,6.875,8.125,5.777770000000001,Ágata,0.0,3.0,2020,,
ALUNO-1148,3.0650015,5.0,0.0,1.2,6.66667,2.5,5.0,4.5416725,Quartzo,0.0,4.0,2020,,
ALUNO-1149,7.029166999999999,5.0,9.0,10.0,9.50002,5.625,2.5,4.833325,Ágata,0.0,0.0,2020,,
ALUNO-1150,8.673890666666669,10.0,9.5,8.8,9.50002,7.5,7.916666666666668,7.61111,Topázio,0.0,1.0,2020,,
ALUNO-1156,8.281250333333332,10.0,8.666666666666666,9.0,8.33334,7.5,7.8125,6.916665,Ametista,0.0,3.0,2020,,
ALUNO-1158,8.818335000000001,10.0,8.4,10.0,9.58335,7.5,0.0,0.0,Ametista,,8.0,2020,,
ALUNO-1159,8.552224666666667,5.0,9.333333333333334,9.9,9.16668,6.875,8.125,8.944449999999998,Topázio,1.0,3.0,2020,,
ALUNO-1161,6.2183348333333335,5.0,4.666666666666667,7.8,10.00002,4.375,5.625,6.1249975,Ágata,0.0,3.0,2020,,
ALUNO-1165,8.080002,5.0,9.0,9.9,8.000020000000001,7.5,7.5,7.5,Ametista,0.0,2.0,2020,,
ALUNO-1166,5.6905573333333335,5.0,4.0,6.3,9.50002,5.0,6.25,5.277776666666666,Quartzo,0.0,2.0,2020,,
ALUNO-1167,7.627502,10.0,4.5,8.7,9.50002,6.25,8.125,8.0,Ametista,0.0,1.0,2020,,
ALUNO-1168,8.043751,5.0,10.0,8.5,7.916679999999999,7.5,7.1875,7.916665,Ametista,0.0,1.0,2020,,
ALUNO-1170,8.178752,10.0,9.0,8.3,8.000020000000001,7.5,7.1875,7.25,Ametista,0.0,1.0,2020,,
ALUNO-1171,8.925003,10.0,8.333333333333334,9.5,9.58335,6.25,8.749999999999998,9.500006666666668,Topázio,1.0,3.0,2020,,
ALUNO-1172,6.268752,5.0,4.5,5.0,9.50002,7.5,7.1875,7.25,Ágata,0.0,1.0,2020,,
ALUNO-1173,4.420833666666667,10.0,0.0,2.0,7.91667,3.75,6.875,5.833333333333335,Quartzo,0.0,5.0,2020,,
ALUNO-1174,7.3906255,10.0,5.0,7.0,7.08333,6.875,8.28125,8.8333375,Ametista,1.0,5.0,2020,,
ALUNO-1175,5.367224,5.0,0.0,5.1,8.500020000000001,7.5,7.916666666666668,7.277776666666666,Quartzo,0.0,1.0,2020,,
ALUNO-1176,8.233335,10.0,6.333333333333333,8.0,8.75001,8.75,9.166666666666666,8.500003333333334,Ametista,0.0,5.0,2020,,
ALUNO-1178,5.692918,5.0,4.25,3.1,8.000020000000001,6.875,7.1875,7.58333,Quartzo,0.0,2.0,2020,,
ALUNO-1181,7.745836000000001,5.0,10.0,10.0,9.000020000000001,5.625,2.5,7.66667,Ametista,0.0,0.0,2020,,
ALUNO-1187,7.060279333333334,5.0,4.5,8.1,9.000020000000001,7.5,8.125,7.888886666666667,Ágata,0.0,2.0,2020,,
ALUNO-1188,5.461458666666667,10.0,4.333333333333333,1.0,7.91667,7.5,7.03125,5.75,Quartzo,0.0,7.0,2020,,
ALUNO-1189,9.218335,10.0,9.4,10.0,9.58335,7.5,0.0,0.0,Topázio,,8.0,2020,,
ALUNO-1190,8.100557333333333,10.0,8.0,9.6,8.500020000000001,6.875,6.875,6.777776666666665,Ametista,0.0,2.0,2020,,
ALUNO-1191,6.828125666666667,10.0,3.333333333333333,9.5,7.91667,4.375,7.65625,6.333335,Ágata,0.0,3.0,2020,,
ALUNO-1193,6.912779333333333,10.0,3.75,6.8,9.000020000000001,7.5,7.083333333333333,7.222219999999999,Ágata,0.0,2.0,2020,,
ALUNO-1195,8.153752,10.0,7.0,8.8,8.500020000000001,7.5,8.4375,7.75,Ametista,0.0,2.0,2020,,
ALUNO-1197,7.820418166666667,10.0,5.333333333333333,8.8,8.75001,6.25,8.4375,8.2500025,Ametista,0.0,6.0,2020,,
ALUNO-1198,6.790556666666666,5.0,7.5,5.8,9.000020000000001,5.0,7.083333333333333,7.611106666666666,Ágata,0.0,1.0,2020,,
ALUNO-1200,7.520000166666668,10.0,5.833333333333333,7.6,7.91667,6.25,7.5,8.333332500000001,Ametista,0.0,6.0,2020,,
ALUNO-1205,8.962503,10.0,10.0,9.5,7.00002,7.5,8.125,9.000005,Topázio,1.0,1.0,2020,,
ALUNO-1215,8.700003,5.0,10.0,9.5,10.00002,7.5,7.5,9.000005,Topázio,1.0,1.0,2020,,
ALUNO-1216,7.218335,10.0,9.4,0.0,9.58335,7.5,0.0,0.0,Ágata,,8.0,2020,,
ALUNO-1217,8.443336,10.0,8.0,8.8,8.33334,4.375,9.375,9.37501,Ametista,1.0,3.0,2020,,
ALUNO-1218,8.840628,10.0,7.5,9.5,9.16668,7.5,8.90625,9.416675,Topázio,1.0,7.0,2020,,
ALUNO-1219,7.974724666666667,10.0,3.8333333333333335,9.7,8.33334,7.5,8.958333333333332,8.944453333333334,Ametista,1.0,4.0,2020,,
ALUNO-1222,7.533542000000001,10.0,7.0,6.6,9.16668,6.875,7.34375,7.374995,Ametista,0.0,7.0,2020,,
ALUNO-1223,8.350558,5.0,9.5,8.6,8.500020000000001,7.5,8.75,8.77778,Ametista,1.0,1.0,2020,,
ALUNO-1225,5.984724,5.0,0.0,8.0,6.91668,7.5,8.541666666666666,7.944446666666668,Quartzo,0.0,2.0,2020,,
ALUNO-1226,8.129724666666666,5.0,9.5,8.1,9.50002,5.625,8.75,8.611113333333334,Ametista,0.0,1.0,2020,,
ALUNO-1228,7.600000666666666,10.0,6.5,8.5,6.91668,7.5,7.916666666666667,6.833329999999999,Ametista,0.0,2.0,2020,,
ALUNO-1229,7.917778666666665,10.0,8.0,9.2,9.50002,5.625,5.208333333333333,7.222216666666665,Ametista,0.0,1.0,2020,,
ALUNO-1230,7.567082333333333,10.0,4.666666666666667,9.7,6.24999,7.5,8.4375,7.375,Ametista,0.0,3.0,2020,,
ALUNO-1231,6.0041660000000014,5.0,7.0,7.0,0.0,4.375,6.666666666666666,7.999996666666666,Quartzo,0.0,2.0,2020,,
ALUNO-1232,6.008751,5.0,0.0,8.2,9.50002,7.5,7.1875,7.249995,Quartzo,0.0,2.0,2020,,
ALUNO-1237,6.985000666666667,5.0,5.5,8.3,7.916679999999999,7.5,7.5,7.166663333333332,Ágata,0.0,2.0,2020,,
ALUNO-1238,8.539168,10.0,10.0,8.8,7.416679999999999,7.5,6.875,8.0,Topázio,0.0,1.0,2020,,
ALUNO-1241,4.179721333333333,10.0,0.0,2.1,0.0,7.5,6.875,6.611106666666666,Quartzo,0.0,2.0,2020,,
ALUNO-1244,8.742502000000002,10.0,9.5,8.9,9.50002,7.5,8.125,7.75,Topázio,0.0,1.0,2020,,
ALUNO-1248,8.442778666666666,10.0,7.666666666666667,9.2,9.16668,6.875,8.541666666666666,8.055553333333332,Ametista,0.0,3.0,2020,,
ALUNO-1249,8.006044,10.0,6.0,7.9,9.16668,6.25,8.59375,9.125005,Ametista,1.0,5.0,2020,,
